addr_hex	xrefs_in	xrefs_out_count	prev_is_ret	has_push_rbp	padding_nop_run	window2_xrefs_in	window2_xrefs_out	window6_xrefs_in	window6_xrefs_out	ng_push_mov	ng_push_mov_sub	align16
0x401090	0	0	0	0	0	0	0	0	2	0	0	1
0x4010c0	0	0	0	0	0	0	0	0	0	0	0	1
0x40118d	0	0	0	0	0	0	1	0	1	1	0	0
0x4011e0	1	0	0	0	0	1	0	1	0	0	0	1
0x401280	0	0	0	0	0	0	0	0	0	0	0	1
0x4012a0	1	0	0	0	0	1	0	1	0	0	0	1
0x401350	1	0	0	0	0	1	0	1	0	0	0	1
0x401390	0	0	0	0	0	0	0	0	0	0	0	1
0x4013a0	0	0	0	0	0	0	0	0	1	0	0	1
0x4013b0	0	0	0	0	0	0	1	0	1	0	0	1
0x4013ca	0	0	1	0	0	0	0	0	0	0	0	0
0x4013ec	0	0	0	0	0	0	1	0	1	0	0	0
0x401500	1	0	0	0	0	1	0	1	0	0	0	1
0x401540	0	0	0	0	0	0	0	0	0	0	0	1
0x401550	0	0	0	0	0	0	0	1	1	0	0	1
0x4015a0	0	0	0	0	0	0	0	1	1	0	0	1
0x4015b0	1	0	0	0	0	1	0	1	0	0	0	1
0x4015eb	0	0	0	0	0	0	1	0	1	0	0	0
0x401620	0	0	0	0	0	0	0	0	1	1	0	1
0x401680	0	0	0	0	0	0	0	0	0	0	0	1
0x401690	0	0	0	0	0	0	0	0	0	0	0	1
