file	TP	FP	FN	P	R	F1	mean_err	median_err
hello	9	0	1	1.000	0.900	0.947	0.9	0.0
mathlib	8	2	0	0.800	1.000	0.889	0.0	0.0
sort	10	1	1	0.909	0.909	0.909	0.0	0.0
