file	TP	FP	FN	P	R	F1	mean_err	median_err
hello	9	3	1	0.750	0.900	0.818	0.9	0.0
mathlib	8	2	0	0.800	1.000	0.889	0.0	0.0
sort	9	6	2	0.600	0.818	0.692	0.9	0.0
