file	TP	FP	FN	P	R	F1	mean_err	median_err
hello	9	1	1	0.900	0.900	0.900	0.9	0.0
mathlib	8	2	0	0.800	1.000	0.889	0.0	0.0
sort	10	5	1	0.667	0.909	0.769	0.0	0.0
