file	TP	FP	FN	P	R	F1	mean_err	median_err
hello	7	0	3	1.000	0.700	0.824	1.1	0.0
mathlib	6	0	2	1.000	0.750	0.857	0.0	0.0
sort	8	3	3	0.727	0.727	0.727	1.0	0.0
