file	TP	FP	FN	P	R	F1	mean_err	median_err
hello	8	1	2	0.889	0.800	0.842	1.0	0.0
mathlib	7	2	1	0.778	0.875	0.824	0.0	0.0
sort	8	5	3	0.615	0.727	0.667	1.0	0.0
