file	TP	FP	FN	P	R	F1	mean_err	median_err
hello	9	5	1	0.643	0.900	0.750	0.9	0.0
mathlib	8	4	0	0.667	1.000	0.800	0.0	0.0
sort	10	7	1	0.588	0.909	0.714	0.8	0.0
