program	opt	functions	instrs
hello	O0	12	117
hello	O1	10	85
hello	O2	10	86
hello	O3	10	86
mathlib	O0	8	105
mathlib	O1	8	91
mathlib	O2	8	94
mathlib	O3	8	94
rosetta_v06_00000_100-doors_100-doors-5	O0	10	109
rosetta_v06_00000_100-doors_100-doors-5	O1	10	117
rosetta_v06_00000_100-doors_100-doors-5	O2	10	114
rosetta_v06_00000_100-doors_100-doors-5	O3	10	118
rosetta_v06_00001_100-doors_100-doors-1	O0	10	137
rosetta_v06_00001_100-doors_100-doors-1	O1	10	138
rosetta_v06_00001_100-doors_100-doors-1	O2	10	136
rosetta_v06_00001_100-doors_100-doors-1	O3	10	136
rosetta_v06_00002_100-doors_100-doors-6	O0	10	96
rosetta_v06_00002_100-doors_100-doors-6	O1	10	96
rosetta_v06_00002_100-doors_100-doors-6	O2	10	99
rosetta_v06_00002_100-doors_100-doors-6	O3	10	99
rosetta_v06_00003_100-doors_100-doors-2	O0	10	143
rosetta_v06_00003_100-doors_100-doors-2	O1	10	138
rosetta_v06_00003_100-doors_100-doors-2	O2	10	133
rosetta_v06_00003_100-doors_100-doors-2	O3	10	133
rosetta_v06_00004_100-doors_100-doors-4	O0	10	111
rosetta_v06_00004_100-doors_100-doors-4	O1	10	118
rosetta_v06_00004_100-doors_100-doors-4	O2	10	116
rosetta_v06_00004_100-doors_100-doors-4	O3	10	116
rosetta_v06_00005_100-doors_100-doors-3	O0	10	143
rosetta_v06_00005_100-doors_100-doors-3	O1	10	137
rosetta_v06_00005_100-doors_100-doors-3	O2	10	150
rosetta_v06_00005_100-doors_100-doors-3	O3	10	158
rosetta_v06_00006_100-prisoners_100-prisoners	O0	14	485
rosetta_v06_00006_100-prisoners_100-prisoners	O1	14	419
rosetta_v06_00006_100-prisoners_100-prisoners	O2	14	509
rosetta_v06_00006_100-prisoners_100-prisoners	O3	14	580
rosetta_v06_00007_15-puzzle-game_15-puzzle-game-3	O0	20	433
rosetta_v06_00007_15-puzzle-game_15-puzzle-game-3	O1	20	338
rosetta_v06_00007_15-puzzle-game_15-puzzle-game-3	O2	20	404
rosetta_v06_00007_15-puzzle-game_15-puzzle-game-3	O3	20	496
rosetta_v06_00008_15-puzzle-game_15-puzzle-game-1	O0	17	394
rosetta_v06_00008_15-puzzle-game_15-puzzle-game-1	O1	17	327
rosetta_v06_00008_15-puzzle-game_15-puzzle-game-1	O2	17	387
rosetta_v06_00008_15-puzzle-game_15-puzzle-game-1	O3	17	529
rosetta_v06_00009_15-puzzle-game_15-puzzle-game-2	O0	17	394
rosetta_v06_00009_15-puzzle-game_15-puzzle-game-2	O1	17	327
rosetta_v06_00009_15-puzzle-game_15-puzzle-game-2	O2	17	387
rosetta_v06_00009_15-puzzle-game_15-puzzle-game-2	O3	17	529
rosetta_v06_00011_2048_2048-2	O0	19	997
rosetta_v06_00011_2048_2048-2	O1	19	570
rosetta_v06_00011_2048_2048-2	O2	19	634
rosetta_v06_00011_2048_2048-2	O3	19	1114
rosetta_v06_00012_2048_2048-1	O0	16	1332
rosetta_v06_00012_2048_2048-1	O1	16	711
rosetta_v06_00012_2048_2048-1	O2	17	723
rosetta_v06_00012_2048_2048-1	O3	17	2588
rosetta_v06_00013_21-game_21-game	O0	13	245
rosetta_v06_00013_21-game_21-game	O1	13	227
rosetta_v06_00013_21-game_21-game	O2	13	279
rosetta_v06_00013_21-game_21-game	O3	13	279
rosetta_v06_00014_24-game_24-game	O0	24	753
rosetta_v06_00014_24-game_24-game	O1	24	595
rosetta_v06_00014_24-game_24-game	O2	27	877
rosetta_v06_00014_24-game_24-game	O3	26	919
rosetta_v06_00015_24-game-Solve_24-game-solve	O0	14	582
rosetta_v06_00015_24-game-Solve_24-game-solve	O1	14	419
rosetta_v06_00015_24-game-Solve_24-game-solve	O2	14	411
rosetta_v06_00015_24-game-Solve_24-game-solve	O3	14	1192
rosetta_v06_00018_99-bottles-of-beer_99-bottles-of-beer-2	O0	10	143
rosetta_v06_00018_99-bottles-of-beer_99-bottles-of-beer-2	O1	10	136
rosetta_v06_00018_99-bottles-of-beer_99-bottles-of-beer-2	O2	10	137
rosetta_v06_00018_99-bottles-of-beer_99-bottles-of-beer-2	O3	10	137
rosetta_v06_00020_99-bottles-of-beer_99-bottles-of-beer-1	O0	10	101
rosetta_v06_00020_99-bottles-of-beer_99-bottles-of-beer-1	O1	10	101
rosetta_v06_00020_99-bottles-of-beer_99-bottles-of-beer-1	O2	10	103
rosetta_v06_00020_99-bottles-of-beer_99-bottles-of-beer-1	O3	10	103
rosetta_v06_00022_99-bottles-of-beer_99-bottles-of-beer-4	O0	10	84
rosetta_v06_00022_99-bottles-of-beer_99-bottles-of-beer-4	O1	10	83
rosetta_v06_00022_99-bottles-of-beer_99-bottles-of-beer-4	O2	10	85
rosetta_v06_00022_99-bottles-of-beer_99-bottles-of-beer-4	O3	10	85
rosetta_v06_00023_A+B_a+b-3	O0	10	106
rosetta_v06_00023_A+B_a+b-3	O1	10	103
rosetta_v06_00023_A+B_a+b-3	O2	10	103
rosetta_v06_00023_A+B_a+b-3	O3	10	103
rosetta_v06_00024_A+B_a+b-2	O0	10	115
rosetta_v06_00024_A+B_a+b-2	O1	10	106
rosetta_v06_00024_A+B_a+b-2	O2	10	107
rosetta_v06_00024_A+B_a+b-2	O3	10	107
rosetta_v06_00025_A+B_a+b-1	O0	10	100
rosetta_v06_00025_A+B_a+b-1	O1	10	95
rosetta_v06_00025_A+B_a+b-1	O2	10	96
rosetta_v06_00025_A+B_a+b-1	O3	10	96
rosetta_v06_00026_ABC-problem_abc-problem	O0	11	290
rosetta_v06_00026_ABC-problem_abc-problem	O1	11	219
rosetta_v06_00026_ABC-problem_abc-problem	O2	11	246
rosetta_v06_00026_ABC-problem_abc-problem	O3	11	299
rosetta_v06_00027_AKS-test-for-primes_aks-test-for-primes	O0	13	256
rosetta_v06_00027_AKS-test-for-primes_aks-test-for-primes	O1	13	228
rosetta_v06_00027_AKS-test-for-primes_aks-test-for-primes	O2	14	262
rosetta_v06_00027_AKS-test-for-primes_aks-test-for-primes	O3	15	440
rosetta_v06_00028_ASCII-art-diagram-converter_ascii-art-diagram-converter	O0	14	402
rosetta_v06_00028_ASCII-art-diagram-converter_ascii-art-diagram-converter	O1	14	363
rosetta_v06_00028_ASCII-art-diagram-converter_ascii-art-diagram-converter	O2	14	336
rosetta_v06_00028_ASCII-art-diagram-converter_ascii-art-diagram-converter	O3	14	438
rosetta_v06_00029_Abbreviations-automatic_abbreviations-automatic	O0	11	331
rosetta_v06_00029_Abbreviations-automatic_abbreviations-automatic	O1	11	283
rosetta_v06_00029_Abbreviations-automatic_abbreviations-automatic	O2	11	269
rosetta_v06_00029_Abbreviations-automatic_abbreviations-automatic	O3	11	269
rosetta_v06_00030_Abbreviations-easy_abbreviations-easy	O0	21	555
rosetta_v06_00030_Abbreviations-easy_abbreviations-easy	O1	21	483
rosetta_v06_00030_Abbreviations-easy_abbreviations-easy	O2	21	575
rosetta_v06_00030_Abbreviations-easy_abbreviations-easy	O3	21	575
rosetta_v06_00031_Abbreviations-simple_abbreviations-simple	O0	20	562
rosetta_v06_00031_Abbreviations-simple_abbreviations-simple	O1	20	487
rosetta_v06_00031_Abbreviations-simple_abbreviations-simple	O2	20	568
rosetta_v06_00031_Abbreviations-simple_abbreviations-simple	O3	20	568
rosetta_v06_00032_Abelian-sandpile-model_abelian-sandpile-model	O0	10	670
rosetta_v06_00032_Abelian-sandpile-model_abelian-sandpile-model	O1	10	396
rosetta_v06_00032_Abelian-sandpile-model_abelian-sandpile-model	O2	10	384
rosetta_v06_00032_Abelian-sandpile-model_abelian-sandpile-model	O3	10	521
rosetta_v06_00034_Abstract-type_abstract-type-1	O0	6	60
rosetta_v06_00034_Abstract-type_abstract-type-1	O1	6	60
rosetta_v06_00034_Abstract-type_abstract-type-1	O2	6	60
rosetta_v06_00034_Abstract-type_abstract-type-1	O3	6	60
rosetta_v06_00037_Abundant-deficient-and-perfect-number-classifications_abundant-deficient-and-perfect-number-classifications	O0	10	159
rosetta_v06_00037_Abundant-deficient-and-perfect-number-classifications_abundant-deficient-and-perfect-number-classifications	O1	10	147
rosetta_v06_00037_Abundant-deficient-and-perfect-number-classifications_abundant-deficient-and-perfect-number-classifications	O2	10	141
rosetta_v06_00037_Abundant-deficient-and-perfect-number-classifications_abundant-deficient-and-perfect-number-classifications	O3	10	141
rosetta_v06_00038_Abundant-odd-numbers_abundant-odd-numbers	O0	11	203
rosetta_v06_00038_Abundant-odd-numbers_abundant-odd-numbers	O1	11	179
rosetta_v06_00038_Abundant-odd-numbers_abundant-odd-numbers	O2	11	282
rosetta_v06_00038_Abundant-odd-numbers_abundant-odd-numbers	O3	11	284
rosetta_v06_00039_Accumulator-factory_accumulator-factory	O0	11	148
rosetta_v06_00039_Accumulator-factory_accumulator-factory	O1	11	122
rosetta_v06_00039_Accumulator-factory_accumulator-factory	O2	11	122
rosetta_v06_00039_Accumulator-factory_accumulator-factory	O3	11	122
rosetta_v06_00041_Ackermann-function_ackermann-function-2	O0	11	221
rosetta_v06_00041_Ackermann-function_ackermann-function-2	O1	11	178
rosetta_v06_00041_Ackermann-function_ackermann-function-2	O2	12	208
rosetta_v06_00041_Ackermann-function_ackermann-function-2	O3	12	382
rosetta_v06_00043_Ackermann-function_ackermann-function-1	O0	11	138
rosetta_v06_00043_Ackermann-function_ackermann-function-1	O1	11	132
rosetta_v06_00043_Ackermann-function_ackermann-function-1	O2	11	358
rosetta_v06_00043_Ackermann-function_ackermann-function-1	O3	11	406
rosetta_v06_00046_Active-object_active-object	O0	15	267
rosetta_v06_00046_Active-object_active-object	O1	15	219
rosetta_v06_00046_Active-object_active-object	O2	15	229
rosetta_v06_00046_Active-object_active-object	O3	15	311
rosetta_v06_00047_Additive-primes_additive-primes	O0	12	306
rosetta_v06_00047_Additive-primes_additive-primes	O1	12	237
rosetta_v06_00047_Additive-primes_additive-primes	O2	12	232
rosetta_v06_00047_Additive-primes_additive-primes	O3	12	232
rosetta_v06_00050_Address-of-a-variable_address-of-a-variable-5	O0	6	60
rosetta_v06_00050_Address-of-a-variable_address-of-a-variable-5	O1	6	60
rosetta_v06_00050_Address-of-a-variable_address-of-a-variable-5	O2	6	60
rosetta_v06_00050_Address-of-a-variable_address-of-a-variable-5	O3	6	60
rosetta_v06_00053_Address-of-a-variable_address-of-a-variable-1	O0	6	60
rosetta_v06_00053_Address-of-a-variable_address-of-a-variable-1	O1	6	60
rosetta_v06_00053_Address-of-a-variable_address-of-a-variable-1	O2	6	60
rosetta_v06_00053_Address-of-a-variable_address-of-a-variable-1	O3	6	60
rosetta_v06_00055_Aliquot-sequence-classifications_aliquot-sequence-classifications-1	O0	14	359
rosetta_v06_00055_Aliquot-sequence-classifications_aliquot-sequence-classifications-1	O1	14	322
rosetta_v06_00055_Aliquot-sequence-classifications_aliquot-sequence-classifications-1	O2	14	356
rosetta_v06_00055_Aliquot-sequence-classifications_aliquot-sequence-classifications-1	O3	14	453
rosetta_v06_00056_Aliquot-sequence-classifications_aliquot-sequence-classifications-2	O0	15	432
rosetta_v06_00056_Aliquot-sequence-classifications_aliquot-sequence-classifications-2	O1	15	386
rosetta_v06_00056_Aliquot-sequence-classifications_aliquot-sequence-classifications-2	O2	15	422
rosetta_v06_00056_Aliquot-sequence-classifications_aliquot-sequence-classifications-2	O3	15	511
rosetta_v06_00057_Almost-prime_almost-prime	O0	11	154
rosetta_v06_00057_Almost-prime_almost-prime	O1	11	168
rosetta_v06_00057_Almost-prime_almost-prime	O2	11	191
rosetta_v06_00057_Almost-prime_almost-prime	O3	11	191
rosetta_v06_00059_Amicable-pairs_amicable-pairs	O0	10	285
rosetta_v06_00059_Amicable-pairs_amicable-pairs	O1	10	262
rosetta_v06_00059_Amicable-pairs_amicable-pairs	O2	10	262
rosetta_v06_00059_Amicable-pairs_amicable-pairs	O3	10	285
rosetta_v06_00060_Anagrams_anagrams-2	O0	12	457
rosetta_v06_00060_Anagrams_anagrams-2	O1	12	344
rosetta_v06_00060_Anagrams_anagrams-2	O2	12	338
rosetta_v06_00060_Anagrams_anagrams-2	O3	12	405
rosetta_v06_00061_Anagrams_anagrams-1	O0	13	444
rosetta_v06_00061_Anagrams_anagrams-1	O1	13	381
rosetta_v06_00061_Anagrams_anagrams-1	O2	13	409
rosetta_v06_00061_Anagrams_anagrams-1	O3	13	444
rosetta_v06_00062_Anagrams-Deranged-anagrams_anagrams-deranged-anagrams	O0	13	414
rosetta_v06_00062_Anagrams-Deranged-anagrams_anagrams-deranged-anagrams	O1	13	315
rosetta_v06_00062_Anagrams-Deranged-anagrams_anagrams-deranged-anagrams	O2	13	329
rosetta_v06_00062_Anagrams-Deranged-anagrams_anagrams-deranged-anagrams	O3	13	329
rosetta_v06_00063_Angle-difference-between-two-bearings_angle-difference-between-two-bearings	O0	11	236
rosetta_v06_00063_Angle-difference-between-two-bearings_angle-difference-between-two-bearings	O1	11	214
rosetta_v06_00063_Angle-difference-between-two-bearings_angle-difference-between-two-bearings	O2	11	219
rosetta_v06_00063_Angle-difference-between-two-bearings_angle-difference-between-two-bearings	O3	11	219
rosetta_v06_00064_Angles-geometric-normalization-and-conversion_angles-geometric-normalization-and-conversion	O0	22	264
rosetta_v06_00064_Angles-geometric-normalization-and-conversion_angles-geometric-normalization-and-conversion	O1	22	160
rosetta_v06_00064_Angles-geometric-normalization-and-conversion_angles-geometric-normalization-and-conversion	O2	22	179
rosetta_v06_00064_Angles-geometric-normalization-and-conversion_angles-geometric-normalization-and-conversion	O3	22	179
rosetta_v06_00067_Anonymous-recursion_anonymous-recursion-1	O0	13	167
rosetta_v06_00067_Anonymous-recursion_anonymous-recursion-1	O1	13	144
rosetta_v06_00067_Anonymous-recursion_anonymous-recursion-1	O2	13	381
rosetta_v06_00067_Anonymous-recursion_anonymous-recursion-1	O3	13	392
rosetta_v06_00068_Anonymous-recursion_anonymous-recursion-2	O0	11	125
rosetta_v06_00068_Anonymous-recursion_anonymous-recursion-2	O1	11	107
rosetta_v06_00068_Anonymous-recursion_anonymous-recursion-2	O2	11	345
rosetta_v06_00068_Anonymous-recursion_anonymous-recursion-2	O3	11	345
rosetta_v06_00069_Anti-primes_anti-primes	O0	11	144
rosetta_v06_00069_Anti-primes_anti-primes	O1	11	153
rosetta_v06_00069_Anti-primes_anti-primes	O2	11	167
rosetta_v06_00069_Anti-primes_anti-primes	O3	11	167
rosetta_v06_00071_Apply-a-callback-to-an-array_apply-a-callback-to-an-array-1	O0	6	60
rosetta_v06_00071_Apply-a-callback-to-an-array_apply-a-callback-to-an-array-1	O1	6	60
rosetta_v06_00071_Apply-a-callback-to-an-array_apply-a-callback-to-an-array-1	O2	6	60
rosetta_v06_00071_Apply-a-callback-to-an-array_apply-a-callback-to-an-array-1	O3	6	60
rosetta_v06_00073_Apply-a-digital-filter-direct-form-II-transposed-_apply-a-digital-filter-direct-form-ii-transposed-	O0	13	465
rosetta_v06_00073_Apply-a-digital-filter-direct-form-II-transposed-_apply-a-digital-filter-direct-form-ii-transposed-	O1	13	419
rosetta_v06_00073_Apply-a-digital-filter-direct-form-II-transposed-_apply-a-digital-filter-direct-form-ii-transposed-	O2	13	411
rosetta_v06_00073_Apply-a-digital-filter-direct-form-II-transposed-_apply-a-digital-filter-direct-form-ii-transposed-	O3	13	521
rosetta_v06_00074_Approximate-equality_approximate-equality	O0	12	161
rosetta_v06_00074_Approximate-equality_approximate-equality	O1	12	124
rosetta_v06_00074_Approximate-equality_approximate-equality	O2	12	149
rosetta_v06_00074_Approximate-equality_approximate-equality	O3	12	149
rosetta_v06_00078_Arena-storage-pool_arena-storage-pool-7	O0	14	289
rosetta_v06_00078_Arena-storage-pool_arena-storage-pool-7	O1	14	242
rosetta_v06_00078_Arena-storage-pool_arena-storage-pool-7	O2	14	244
rosetta_v06_00078_Arena-storage-pool_arena-storage-pool-7	O3	14	324
rosetta_v06_00082_Arena-storage-pool_arena-storage-pool-1	O0	6	60
rosetta_v06_00082_Arena-storage-pool_arena-storage-pool-1	O1	6	60
rosetta_v06_00082_Arena-storage-pool_arena-storage-pool-1	O2	6	60
rosetta_v06_00082_Arena-storage-pool_arena-storage-pool-1	O3	6	60
rosetta_v06_00086_Arithmetic-Complex_arithmetic-complex-1	O0	11	651
rosetta_v06_00086_Arithmetic-Complex_arithmetic-complex-1	O1	9	124
rosetta_v06_00086_Arithmetic-Complex_arithmetic-complex-1	O2	9	122
rosetta_v06_00086_Arithmetic-Complex_arithmetic-complex-1	O3	9	122
rosetta_v06_00087_Arithmetic-Integer_arithmetic-integer	O0	10	157
rosetta_v06_00087_Arithmetic-Integer_arithmetic-integer	O1	10	143
rosetta_v06_00087_Arithmetic-Integer_arithmetic-integer	O2	10	143
rosetta_v06_00087_Arithmetic-Integer_arithmetic-integer	O3	10	143
rosetta_v06_00088_Arithmetic-Rational_arithmetic-rational	O0	19	396
rosetta_v06_00088_Arithmetic-Rational_arithmetic-rational	O1	19	300
rosetta_v06_00088_Arithmetic-Rational_arithmetic-rational	O2	19	415
rosetta_v06_00088_Arithmetic-Rational_arithmetic-rational	O3	20	560
rosetta_v06_00089_Arithmetic-derivative_arithmetic-derivative	O0	12	449
rosetta_v06_00089_Arithmetic-derivative_arithmetic-derivative	O1	12	382
rosetta_v06_00089_Arithmetic-derivative_arithmetic-derivative	O2	13	453
rosetta_v06_00089_Arithmetic-derivative_arithmetic-derivative	O3	13	453
rosetta_v06_00090_Arithmetic-geometric-mean_arithmetic-geometric-mean-2	O0	8	180
rosetta_v06_00090_Arithmetic-geometric-mean_arithmetic-geometric-mean-2	O1	8	179
rosetta_v06_00090_Arithmetic-geometric-mean_arithmetic-geometric-mean-2	O2	8	176
rosetta_v06_00090_Arithmetic-geometric-mean_arithmetic-geometric-mean-2	O3	8	176
rosetta_v06_00091_Arithmetic-geometric-mean_arithmetic-geometric-mean-1	O0	11	160
rosetta_v06_00091_Arithmetic-geometric-mean_arithmetic-geometric-mean-1	O1	11	158
rosetta_v06_00091_Arithmetic-geometric-mean_arithmetic-geometric-mean-1	O2	11	155
rosetta_v06_00091_Arithmetic-geometric-mean_arithmetic-geometric-mean-1	O3	11	155
rosetta_v06_00092_Arithmetic-geometric-mean-Calculate-Pi_arithmetic-geometric-mean-calculate-pi	O0	8	256
rosetta_v06_00092_Arithmetic-geometric-mean-Calculate-Pi_arithmetic-geometric-mean-calculate-pi	O1	8	236
rosetta_v06_00092_Arithmetic-geometric-mean-Calculate-Pi_arithmetic-geometric-mean-calculate-pi	O2	8	235
rosetta_v06_00092_Arithmetic-geometric-mean-Calculate-Pi_arithmetic-geometric-mean-calculate-pi	O3	8	235
rosetta_v06_00093_Arithmetic-numbers_arithmetic-numbers	O0	11	229
rosetta_v06_00093_Arithmetic-numbers_arithmetic-numbers	O1	11	226
rosetta_v06_00093_Arithmetic-numbers_arithmetic-numbers	O2	11	220
rosetta_v06_00093_Arithmetic-numbers_arithmetic-numbers	O3	11	268
rosetta_v06_00095_Array-length_array-length-3	O0	13	281
rosetta_v06_00095_Array-length_array-length-3	O1	13	243
rosetta_v06_00095_Array-length_array-length-3	O2	14	254
rosetta_v06_00095_Array-length_array-length-3	O3	14	281
rosetta_v06_00097_Array-length_array-length-2	O0	6	60
rosetta_v06_00097_Array-length_array-length-2	O1	6	60
rosetta_v06_00097_Array-length_array-length-2	O2	6	60
rosetta_v06_00097_Array-length_array-length-2	O3	6	60
rosetta_v06_00098_Array-length_array-length-1	O0	10	93
rosetta_v06_00098_Array-length_array-length-1	O1	10	85
rosetta_v06_00098_Array-length_array-length-1	O2	10	86
rosetta_v06_00098_Array-length_array-length-1	O3	10	86
rosetta_v06_00101_Arrays_arrays-2	O0	6	60
rosetta_v06_00101_Arrays_arrays-2	O1	6	60
rosetta_v06_00101_Arrays_arrays-2	O2	6	60
rosetta_v06_00101_Arrays_arrays-2	O3	6	60
rosetta_v06_00102_Arrays_arrays-3	O0	6	60
rosetta_v06_00102_Arrays_arrays-3	O1	6	60
rosetta_v06_00102_Arrays_arrays-3	O2	6	60
rosetta_v06_00102_Arrays_arrays-3	O3	6	60
rosetta_v06_00103_Arrays_arrays-1	O0	6	60
rosetta_v06_00103_Arrays_arrays-1	O1	6	60
rosetta_v06_00103_Arrays_arrays-1	O2	6	60
rosetta_v06_00103_Arrays_arrays-1	O3	6	60
rosetta_v06_00107_Arrays_arrays-10	O0	13	231
rosetta_v06_00107_Arrays_arrays-10	O1	13	184
rosetta_v06_00107_Arrays_arrays-10	O2	13	262
rosetta_v06_00107_Arrays_arrays-10	O3	13	307
rosetta_v06_00110_Assertions_assertions-1	O0	10	91
rosetta_v06_00110_Assertions_assertions-1	O1	10	83
rosetta_v06_00110_Assertions_assertions-1	O2	10	85
rosetta_v06_00110_Assertions_assertions-1	O3	10	85
rosetta_v06_00114_Atomic-updates_atomic-updates-1	O0	14	502
rosetta_v06_00114_Atomic-updates_atomic-updates-1	O1	14	374
rosetta_v06_00114_Atomic-updates_atomic-updates-1	O2	14	380
rosetta_v06_00114_Atomic-updates_atomic-updates-1	O3	14	576
rosetta_v06_00116_Average-loop-length_average-loop-length	O0	14	263
rosetta_v06_00116_Average-loop-length_average-loop-length	O1	14	255
rosetta_v06_00116_Average-loop-length_average-loop-length	O2	14	326
rosetta_v06_00116_Average-loop-length_average-loop-length	O3	14	374
rosetta_v06_00117_Averages-Arithmetic-mean_averages-arithmetic-mean	O0	11	157
rosetta_v06_00117_Averages-Arithmetic-mean_averages-arithmetic-mean	O1	11	155
rosetta_v06_00117_Averages-Arithmetic-mean_averages-arithmetic-mean	O2	11	183
rosetta_v06_00117_Averages-Arithmetic-mean_averages-arithmetic-mean	O3	11	193
rosetta_v06_00118_Averages-Mean-angle_averages-mean-angle	O0	9	195
rosetta_v06_00118_Averages-Mean-angle_averages-mean-angle	O1	9	167
rosetta_v06_00118_Averages-Mean-angle_averages-mean-angle	O2	9	169
rosetta_v06_00118_Averages-Mean-angle_averages-mean-angle	O3	9	169
rosetta_v06_00119_Averages-Mean-time-of-day_averages-mean-time-of-day	O0	11	374
rosetta_v06_00119_Averages-Mean-time-of-day_averages-mean-time-of-day	O1	11	258
rosetta_v06_00119_Averages-Mean-time-of-day_averages-mean-time-of-day	O2	11	266
rosetta_v06_00119_Averages-Mean-time-of-day_averages-mean-time-of-day	O3	11	266
rosetta_v06_00120_Averages-Median_averages-median-1	O0	12	171
rosetta_v06_00120_Averages-Median_averages-median-1	O1	12	134
rosetta_v06_00120_Averages-Median_averages-median-1	O2	12	136
rosetta_v06_00120_Averages-Median_averages-median-1	O3	12	136
rosetta_v06_00122_Averages-Median_averages-median-2	O0	12	362
rosetta_v06_00122_Averages-Median_averages-median-2	O1	11	278
rosetta_v06_00122_Averages-Median_averages-median-2	O2	11	277
rosetta_v06_00122_Averages-Median_averages-median-2	O3	11	392
rosetta_v06_00123_Averages-Mode_averages-mode	O0	13	326
rosetta_v06_00123_Averages-Mode_averages-mode	O1	13	270
rosetta_v06_00123_Averages-Mode_averages-mode	O2	13	259
rosetta_v06_00123_Averages-Mode_averages-mode	O3	13	315
rosetta_v06_00124_Averages-Pythagorean-means_averages-pythagorean-means	O0	10	158
rosetta_v06_00124_Averages-Pythagorean-means_averages-pythagorean-means	O1	10	153
rosetta_v06_00124_Averages-Pythagorean-means_averages-pythagorean-means	O2	10	157
rosetta_v06_00124_Averages-Pythagorean-means_averages-pythagorean-means	O3	10	157
rosetta_v06_00125_Averages-Root-mean-square_averages-root-mean-square	O0	11	153
rosetta_v06_00125_Averages-Root-mean-square_averages-root-mean-square	O1	11	146
rosetta_v06_00125_Averages-Root-mean-square_averages-root-mean-square	O2	11	131
rosetta_v06_00125_Averages-Root-mean-square_averages-root-mean-square	O3	11	149
rosetta_v06_00126_Averages-Simple-moving-average_averages-simple-moving-average-1	O0	8	337
rosetta_v06_00126_Averages-Simple-moving-average_averages-simple-moving-average-1	O1	8	229
rosetta_v06_00126_Averages-Simple-moving-average_averages-simple-moving-average-1	O2	8	208
rosetta_v06_00126_Averages-Simple-moving-average_averages-simple-moving-average-1	O3	8	208
rosetta_v06_00128_B-zier-curves-Intersections_b-zier-curves-intersections-1	O0	18	958
rosetta_v06_00128_B-zier-curves-Intersections_b-zier-curves-intersections-1	O1	18	620
rosetta_v06_00128_B-zier-curves-Intersections_b-zier-curves-intersections-1	O2	20	695
rosetta_v06_00128_B-zier-curves-Intersections_b-zier-curves-intersections-1	O3	20	668
rosetta_v06_00129_B-zier-curves-Intersections_b-zier-curves-intersections-2	O0	14	1209
rosetta_v06_00129_B-zier-curves-Intersections_b-zier-curves-intersections-2	O1	13	766
rosetta_v06_00129_B-zier-curves-Intersections_b-zier-curves-intersections-2	O2	13	678
rosetta_v06_00129_B-zier-curves-Intersections_b-zier-curves-intersections-2	O3	13	785
rosetta_v06_00130_Babbage-problem_babbage-problem	O0	10	109
rosetta_v06_00130_Babbage-problem_babbage-problem	O1	10	106
rosetta_v06_00130_Babbage-problem_babbage-problem	O2	10	97
rosetta_v06_00130_Babbage-problem_babbage-problem	O3	10	97
rosetta_v06_00131_Balanced-brackets_balanced-brackets-1	O0	14	247
rosetta_v06_00131_Balanced-brackets_balanced-brackets-1	O1	14	216
rosetta_v06_00131_Balanced-brackets_balanced-brackets-1	O2	14	325
rosetta_v06_00131_Balanced-brackets_balanced-brackets-1	O3	14	434
rosetta_v06_00133_Balanced-ternary_balanced-ternary	O0	18	572
rosetta_v06_00133_Balanced-ternary_balanced-ternary	O1	18	476
rosetta_v06_00133_Balanced-ternary_balanced-ternary	O2	18	517
rosetta_v06_00133_Balanced-ternary_balanced-ternary	O3	19	707
rosetta_v06_00136_Bell-numbers_bell-numbers	O0	14	302
rosetta_v06_00136_Bell-numbers_bell-numbers	O1	14	267
rosetta_v06_00136_Bell-numbers_bell-numbers	O2	14	258
rosetta_v06_00136_Bell-numbers_bell-numbers	O3	14	249
rosetta_v06_00137_Benfords-law_benfords-law	O0	12	263
rosetta_v06_00137_Benfords-law_benfords-law	O1	12	228
rosetta_v06_00137_Benfords-law_benfords-law	O2	13	239
rosetta_v06_00137_Benfords-law_benfords-law	O3	13	239
rosetta_v06_00140_Best-shuffle_best-shuffle-4	O0	11	302
rosetta_v06_00140_Best-shuffle_best-shuffle-4	O1	11	279
rosetta_v06_00140_Best-shuffle_best-shuffle-4	O2	11	271
rosetta_v06_00140_Best-shuffle_best-shuffle-4	O3	11	294
rosetta_v06_00141_Best-shuffle_best-shuffle-1	O0	12	490
rosetta_v06_00141_Best-shuffle_best-shuffle-1	O1	12	386
rosetta_v06_00141_Best-shuffle_best-shuffle-1	O2	14	451
rosetta_v06_00141_Best-shuffle_best-shuffle-1	O3	16	697
rosetta_v06_00143_Bin-given-limits_bin-given-limits	O0	13	367
rosetta_v06_00143_Bin-given-limits_bin-given-limits	O1	13	312
rosetta_v06_00143_Bin-given-limits_bin-given-limits	O2	14	295
rosetta_v06_00143_Bin-given-limits_bin-given-limits	O3	14	332
rosetta_v06_00144_Binary-digits_binary-digits-2	O0	11	182
rosetta_v06_00144_Binary-digits_binary-digits-2	O1	11	154
rosetta_v06_00144_Binary-digits_binary-digits-2	O2	11	165
rosetta_v06_00144_Binary-digits_binary-digits-2	O3	11	208
rosetta_v06_00146_Binary-search_binary-search	O0	10	246
rosetta_v06_00146_Binary-search_binary-search	O1	10	170
rosetta_v06_00146_Binary-search_binary-search	O2	10	164
rosetta_v06_00146_Binary-search_binary-search	O3	10	164
rosetta_v06_00147_Binary-strings_binary-strings	O0	22	607
rosetta_v06_00147_Binary-strings_binary-strings	O1	22	468
rosetta_v06_00147_Binary-strings_binary-strings	O2	22	669
