program	opt	functions	instrs
rosetta_v06_01330_Sorting-algorithms-Cocktail-sort_sorting-algorithms-cocktail-sort-3	O1	14	253
rosetta_v06_01330_Sorting-algorithms-Cocktail-sort_sorting-algorithms-cocktail-sort-3	O2	14	280
rosetta_v06_01330_Sorting-algorithms-Cocktail-sort_sorting-algorithms-cocktail-sort-3	O3	14	572
rosetta_v06_01332_Sorting-algorithms-Cocktail-sort-with-shifting-bounds_sorting-algorithms-cocktail-sort-with-shifting-bounds	O0	14	297
rosetta_v06_01332_Sorting-algorithms-Cocktail-sort-with-shifting-bounds_sorting-algorithms-cocktail-sort-with-shifting-bounds	O1	14	251
rosetta_v06_01332_Sorting-algorithms-Cocktail-sort-with-shifting-bounds_sorting-algorithms-cocktail-sort-with-shifting-bounds	O2	14	283
rosetta_v06_01332_Sorting-algorithms-Cocktail-sort-with-shifting-bounds_sorting-algorithms-cocktail-sort-with-shifting-bounds	O3	14	591
rosetta_v06_01333_Sorting-algorithms-Comb-sort_sorting-algorithms-comb-sort	O0	7	149
rosetta_v06_01333_Sorting-algorithms-Comb-sort_sorting-algorithms-comb-sort	O1	7	117
rosetta_v06_01333_Sorting-algorithms-Comb-sort_sorting-algorithms-comb-sort	O2	7	119
rosetta_v06_01333_Sorting-algorithms-Comb-sort_sorting-algorithms-comb-sort	O3	7	119
rosetta_v06_01334_Sorting-algorithms-Counting-sort_sorting-algorithms-counting-sort-1	O0	9	211
rosetta_v06_01334_Sorting-algorithms-Counting-sort_sorting-algorithms-counting-sort-1	O1	9	167
rosetta_v06_01334_Sorting-algorithms-Counting-sort_sorting-algorithms-counting-sort-1	O2	9	184
rosetta_v06_01334_Sorting-algorithms-Counting-sort_sorting-algorithms-counting-sort-1	O3	9	208
rosetta_v06_01336_Sorting-algorithms-Gnome-sort_sorting-algorithms-gnome-sort	O0	7	126
rosetta_v06_01336_Sorting-algorithms-Gnome-sort_sorting-algorithms-gnome-sort	O1	7	85
rosetta_v06_01336_Sorting-algorithms-Gnome-sort_sorting-algorithms-gnome-sort	O2	7	84
rosetta_v06_01336_Sorting-algorithms-Gnome-sort_sorting-algorithms-gnome-sort	O3	7	84
rosetta_v06_01337_Sorting-algorithms-Heapsort_sorting-algorithms-heapsort	O0	11	303
rosetta_v06_01337_Sorting-algorithms-Heapsort_sorting-algorithms-heapsort	O1	11	231
rosetta_v06_01337_Sorting-algorithms-Heapsort_sorting-algorithms-heapsort	O2	11	222
rosetta_v06_01337_Sorting-algorithms-Heapsort_sorting-algorithms-heapsort	O3	11	222
rosetta_v06_01338_Sorting-algorithms-Insertion-sort_sorting-algorithms-insertion-sort	O0	9	181
rosetta_v06_01338_Sorting-algorithms-Insertion-sort_sorting-algorithms-insertion-sort	O1	9	157
rosetta_v06_01338_Sorting-algorithms-Insertion-sort_sorting-algorithms-insertion-sort	O2	9	152
rosetta_v06_01338_Sorting-algorithms-Insertion-sort_sorting-algorithms-insertion-sort	O3	9	152
rosetta_v06_01339_Sorting-algorithms-Merge-sort_sorting-algorithms-merge-sort-1	O0	10	283
rosetta_v06_01339_Sorting-algorithms-Merge-sort_sorting-algorithms-merge-sort-1	O1	10	235
rosetta_v06_01339_Sorting-algorithms-Merge-sort_sorting-algorithms-merge-sort-1	O2	10	227
rosetta_v06_01339_Sorting-algorithms-Merge-sort_sorting-algorithms-merge-sort-1	O3	10	237
rosetta_v06_01340_Sorting-algorithms-Merge-sort_sorting-algorithms-merge-sort-2	O0	10	355
rosetta_v06_01340_Sorting-algorithms-Merge-sort_sorting-algorithms-merge-sort-2	O1	10	311
rosetta_v06_01340_Sorting-algorithms-Merge-sort_sorting-algorithms-merge-sort-2	O2	10	306
rosetta_v06_01340_Sorting-algorithms-Merge-sort_sorting-algorithms-merge-sort-2	O3	10	308
rosetta_v06_01342_Sorting-algorithms-Pancake-sort_sorting-algorithms-pancake-sort-2	O0	7	102
rosetta_v06_01342_Sorting-algorithms-Pancake-sort_sorting-algorithms-pancake-sort-2	O1	7	80
rosetta_v06_01342_Sorting-algorithms-Pancake-sort_sorting-algorithms-pancake-sort-2	O2	7	80
rosetta_v06_01342_Sorting-algorithms-Pancake-sort_sorting-algorithms-pancake-sort-2	O3	7	80
rosetta_v06_01344_Sorting-algorithms-Patience-sort_sorting-algorithms-patience-sort	O0	11	445
rosetta_v06_01344_Sorting-algorithms-Patience-sort_sorting-algorithms-patience-sort	O1	11	286
rosetta_v06_01344_Sorting-algorithms-Patience-sort_sorting-algorithms-patience-sort	O2	11	294
rosetta_v06_01344_Sorting-algorithms-Patience-sort_sorting-algorithms-patience-sort	O3	11	294
rosetta_v06_01345_Sorting-algorithms-Permutation-sort_sorting-algorithms-permutation-sort	O0	12	267
rosetta_v06_01345_Sorting-algorithms-Permutation-sort_sorting-algorithms-permutation-sort	O1	12	222
rosetta_v06_01345_Sorting-algorithms-Permutation-sort_sorting-algorithms-permutation-sort	O2	12	224
rosetta_v06_01345_Sorting-algorithms-Permutation-sort_sorting-algorithms-permutation-sort	O3	12	224
rosetta_v06_01346_Sorting-algorithms-Quicksort_sorting-algorithms-quicksort-2	O0	10	190
rosetta_v06_01346_Sorting-algorithms-Quicksort_sorting-algorithms-quicksort-2	O1	10	154
rosetta_v06_01346_Sorting-algorithms-Quicksort_sorting-algorithms-quicksort-2	O2	10	284
rosetta_v06_01346_Sorting-algorithms-Quicksort_sorting-algorithms-quicksort-2	O3	10	284
rosetta_v06_01347_Sorting-algorithms-Quicksort_sorting-algorithms-quicksort-1	O0	9	217
rosetta_v06_01347_Sorting-algorithms-Quicksort_sorting-algorithms-quicksort-1	O1	9	185
rosetta_v06_01347_Sorting-algorithms-Quicksort_sorting-algorithms-quicksort-1	O2	9	181
rosetta_v06_01347_Sorting-algorithms-Quicksort_sorting-algorithms-quicksort-1	O3	9	622
rosetta_v06_01348_Sorting-algorithms-Radix-sort_sorting-algorithms-radix-sort	O0	13	275
rosetta_v06_01348_Sorting-algorithms-Radix-sort_sorting-algorithms-radix-sort	O1	11	207
rosetta_v06_01348_Sorting-algorithms-Radix-sort_sorting-algorithms-radix-sort	O2	11	219
rosetta_v06_01348_Sorting-algorithms-Radix-sort_sorting-algorithms-radix-sort	O3	11	224
rosetta_v06_01349_Sorting-algorithms-Selection-sort_sorting-algorithms-selection-sort	O0	9	195
rosetta_v06_01349_Sorting-algorithms-Selection-sort_sorting-algorithms-selection-sort	O1	9	162
rosetta_v06_01349_Sorting-algorithms-Selection-sort_sorting-algorithms-selection-sort	O2	9	159
rosetta_v06_01349_Sorting-algorithms-Selection-sort_sorting-algorithms-selection-sort	O3	9	170
rosetta_v06_01350_Sorting-algorithms-Shell-sort_sorting-algorithms-shell-sort	O0	9	202
rosetta_v06_01350_Sorting-algorithms-Shell-sort_sorting-algorithms-shell-sort	O1	9	194
rosetta_v06_01350_Sorting-algorithms-Shell-sort_sorting-algorithms-shell-sort	O2	9	198
rosetta_v06_01350_Sorting-algorithms-Shell-sort_sorting-algorithms-shell-sort	O3	9	203
rosetta_v06_01353_Sorting-algorithms-Stooge-sort_sorting-algorithms-stooge-sort	O0	11	208
rosetta_v06_01353_Sorting-algorithms-Stooge-sort_sorting-algorithms-stooge-sort	O1	11	173
rosetta_v06_01353_Sorting-algorithms-Stooge-sort_sorting-algorithms-stooge-sort	O2	11	170
rosetta_v06_01353_Sorting-algorithms-Stooge-sort_sorting-algorithms-stooge-sort	O3	11	959
rosetta_v06_01355_Sorting-algorithms-Strand-sort_sorting-algorithms-strand-sort-1	O0	16	410
rosetta_v06_01355_Sorting-algorithms-Strand-sort_sorting-algorithms-strand-sort-1	O1	16	319
rosetta_v06_01355_Sorting-algorithms-Strand-sort_sorting-algorithms-strand-sort-1	O2	16	341
rosetta_v06_01355_Sorting-algorithms-Strand-sort_sorting-algorithms-strand-sort-1	O3	16	382
rosetta_v06_01356_Soundex_soundex	O0	13	287
rosetta_v06_01356_Soundex_soundex	O1	13	226
rosetta_v06_01356_Soundex_soundex	O2	13	272
rosetta_v06_01356_Soundex_soundex	O3	13	272
rosetta_v06_01357_Sparkline-in-unicode_sparkline-in-unicode	O0	10	303
rosetta_v06_01357_Sparkline-in-unicode_sparkline-in-unicode	O1	10	218
rosetta_v06_01357_Sparkline-in-unicode_sparkline-in-unicode	O2	10	216
rosetta_v06_01357_Sparkline-in-unicode_sparkline-in-unicode	O3	10	257
rosetta_v06_01358_Speech-synthesis_speech-synthesis	O0	11	145
rosetta_v06_01358_Speech-synthesis_speech-synthesis	O1	11	132
rosetta_v06_01358_Speech-synthesis_speech-synthesis	O2	12	137
rosetta_v06_01358_Speech-synthesis_speech-synthesis	O3	12	137
rosetta_v06_01360_Sphenic-numbers_sphenic-numbers	O0	13	720
rosetta_v06_01360_Sphenic-numbers_sphenic-numbers	O1	13	562
rosetta_v06_01360_Sphenic-numbers_sphenic-numbers	O2	13	574
rosetta_v06_01360_Sphenic-numbers_sphenic-numbers	O3	13	585
rosetta_v06_01361_Spinning-rod-animation-Text_spinning-rod-animation-text	O0	10	163
rosetta_v06_01361_Spinning-rod-animation-Text_spinning-rod-animation-text	O1	10	148
rosetta_v06_01361_Spinning-rod-animation-Text_spinning-rod-animation-text	O2	10	150
rosetta_v06_01361_Spinning-rod-animation-Text_spinning-rod-animation-text	O3	10	150
rosetta_v06_01362_Spiral-matrix_spiral-matrix-2	O0	11	153
rosetta_v06_01362_Spiral-matrix_spiral-matrix-2	O1	11	158
rosetta_v06_01362_Spiral-matrix_spiral-matrix-2	O2	11	207
rosetta_v06_01362_Spiral-matrix_spiral-matrix-2	O3	11	202
rosetta_v06_01363_Spiral-matrix_spiral-matrix-1	O0	10	292
rosetta_v06_01363_Spiral-matrix_spiral-matrix-1	O1	10	273
rosetta_v06_01363_Spiral-matrix_spiral-matrix-1	O2	10	286
rosetta_v06_01363_Spiral-matrix_spiral-matrix-1	O3	10	302
rosetta_v06_01364_Split-a-character-string-based-on-change-of-character_split-a-character-string-based-on-change-of-character-1	O0	11	159
rosetta_v06_01364_Split-a-character-string-based-on-change-of-character_split-a-character-string-based-on-change-of-character-1	O1	11	148
rosetta_v06_01364_Split-a-character-string-based-on-change-of-character_split-a-character-string-based-on-change-of-character-1	O2	11	148
rosetta_v06_01364_Split-a-character-string-based-on-change-of-character_split-a-character-string-based-on-change-of-character-1	O3	11	151
rosetta_v06_01365_Split-a-character-string-based-on-change-of-character_split-a-character-string-based-on-change-of-character-2	O0	11	156
rosetta_v06_01365_Split-a-character-string-based-on-change-of-character_split-a-character-string-based-on-change-of-character-2	O1	11	147
rosetta_v06_01365_Split-a-character-string-based-on-change-of-character_split-a-character-string-based-on-change-of-character-2	O2	11	144
rosetta_v06_01365_Split-a-character-string-based-on-change-of-character_split-a-character-string-based-on-change-of-character-2	O3	11	144
rosetta_v06_01366_Square-but-not-cube_square-but-not-cube	O0	10	120
rosetta_v06_01366_Square-but-not-cube_square-but-not-cube	O1	10	126
rosetta_v06_01366_Square-but-not-cube_square-but-not-cube	O2	10	120
rosetta_v06_01366_Square-but-not-cube_square-but-not-cube	O3	10	120
rosetta_v06_01367_Square-form-factorization_square-form-factorization-1	O0	12	489
rosetta_v06_01367_Square-form-factorization_square-form-factorization-1	O1	12	489
rosetta_v06_01367_Square-form-factorization_square-form-factorization-1	O2	12	534
rosetta_v06_01367_Square-form-factorization_square-form-factorization-1	O3	12	534
rosetta_v06_01368_Square-form-factorization_square-form-factorization-2	O0	11	517
rosetta_v06_01368_Square-form-factorization_square-form-factorization-2	O1	11	401
rosetta_v06_01368_Square-form-factorization_square-form-factorization-2	O2	11	397
rosetta_v06_01368_Square-form-factorization_square-form-factorization-2	O3	11	397
rosetta_v06_01370_Stable-marriage-problem_stable-marriage-problem	O0	17	525
rosetta_v06_01370_Stable-marriage-problem_stable-marriage-problem	O1	17	399
rosetta_v06_01370_Stable-marriage-problem_stable-marriage-problem	O2	17	472
rosetta_v06_01370_Stable-marriage-problem_stable-marriage-problem	O3	17	867
rosetta_v06_01371_Stack_stack-1	O0	14	326
rosetta_v06_01371_Stack_stack-1	O1	14	262
rosetta_v06_01371_Stack_stack-1	O2	15	288
rosetta_v06_01371_Stack_stack-1	O3	15	305
rosetta_v06_01372_Stack_stack-2	O0	13	273
rosetta_v06_01372_Stack_stack-2	O1	13	199
rosetta_v06_01372_Stack_stack-2	O2	13	202
rosetta_v06_01372_Stack_stack-2	O3	13	202
rosetta_v06_01374_Stack-traces_stack-traces-1	O0	14	153
rosetta_v06_01374_Stack-traces_stack-traces-1	O1	14	127
rosetta_v06_01374_Stack-traces_stack-traces-1	O2	14	121
rosetta_v06_01374_Stack-traces_stack-traces-1	O3	14	121
rosetta_v06_01379_Start-from-a-main-routine_start-from-a-main-routine	O0	10	85
rosetta_v06_01379_Start-from-a-main-routine_start-from-a-main-routine	O1	10	84
rosetta_v06_01379_Start-from-a-main-routine_start-from-a-main-routine	O2	10	85
rosetta_v06_01379_Start-from-a-main-routine_start-from-a-main-routine	O3	10	85
rosetta_v06_01380_State-name-puzzle_state-name-puzzle	O0	15	478
rosetta_v06_01380_State-name-puzzle_state-name-puzzle	O1	15	325
rosetta_v06_01380_State-name-puzzle_state-name-puzzle	O2	15	340
rosetta_v06_01380_State-name-puzzle_state-name-puzzle	O3	15	398
rosetta_v06_01381_Statistics-Basic_statistics-basic	O0	14	530
rosetta_v06_01381_Statistics-Basic_statistics-basic	O1	14	413
rosetta_v06_01381_Statistics-Basic_statistics-basic	O2	14	420
rosetta_v06_01381_Statistics-Basic_statistics-basic	O3	14	446
rosetta_v06_01382_Statistics-Normal-distribution_statistics-normal-distribution	O0	14	473
rosetta_v06_01382_Statistics-Normal-distribution_statistics-normal-distribution	O1	14	398
rosetta_v06_01382_Statistics-Normal-distribution_statistics-normal-distribution	O2	14	464
rosetta_v06_01382_Statistics-Normal-distribution_statistics-normal-distribution	O3	14	576
rosetta_v06_01383_Steffensens-method_steffensens-method	O0	17	333
rosetta_v06_01383_Steffensens-method_steffensens-method	O1	17	264
rosetta_v06_01383_Steffensens-method_steffensens-method	O2	17	495
rosetta_v06_01383_Steffensens-method_steffensens-method	O3	17	495
rosetta_v06_01385_Stem-and-leaf-plot_stem-and-leaf-plot-1	O0	12	209
rosetta_v06_01385_Stem-and-leaf-plot_stem-and-leaf-plot-1	O1	12	177
rosetta_v06_01385_Stem-and-leaf-plot_stem-and-leaf-plot-1	O2	12	182
rosetta_v06_01385_Stem-and-leaf-plot_stem-and-leaf-plot-1	O3	12	182
rosetta_v06_01386_Stern-Brocot-sequence_stern-brocot-sequence-1	O0	13	229
rosetta_v06_01386_Stern-Brocot-sequence_stern-brocot-sequence-1	O1	13	216
rosetta_v06_01386_Stern-Brocot-sequence_stern-brocot-sequence-1	O2	13	490
rosetta_v06_01386_Stern-Brocot-sequence_stern-brocot-sequence-1	O3	13	496
rosetta_v06_01388_Stirling-numbers-of-the-first-kind_stirling-numbers-of-the-first-kind	O0	14	321
rosetta_v06_01388_Stirling-numbers-of-the-first-kind_stirling-numbers-of-the-first-kind	O1	14	299
rosetta_v06_01388_Stirling-numbers-of-the-first-kind_stirling-numbers-of-the-first-kind	O2	14	325
rosetta_v06_01388_Stirling-numbers-of-the-first-kind_stirling-numbers-of-the-first-kind	O3	14	325
rosetta_v06_01389_Stirling-numbers-of-the-second-kind_stirling-numbers-of-the-second-kind	O0	14	321
rosetta_v06_01389_Stirling-numbers-of-the-second-kind_stirling-numbers-of-the-second-kind	O1	14	304
rosetta_v06_01389_Stirling-numbers-of-the-second-kind_stirling-numbers-of-the-second-kind	O2	14	343
rosetta_v06_01389_Stirling-numbers-of-the-second-kind_stirling-numbers-of-the-second-kind	O3	14	389
rosetta_v06_01391_Straddling-checkerboard_straddling-checkerboard-2	O0	13	511
rosetta_v06_01391_Straddling-checkerboard_straddling-checkerboard-2	O1	13	362
rosetta_v06_01391_Straddling-checkerboard_straddling-checkerboard-2	O2	13	349
rosetta_v06_01391_Straddling-checkerboard_straddling-checkerboard-2	O3	13	353
rosetta_v06_01393_Stream-merge_stream-merge	O0	11	244
rosetta_v06_01393_Stream-merge_stream-merge	O1	11	225
rosetta_v06_01393_Stream-merge_stream-merge	O2	11	242
rosetta_v06_01393_Stream-merge_stream-merge	O3	11	240
rosetta_v06_01394_String-append_string-append	O0	10	139
rosetta_v06_01394_String-append_string-append	O1	10	110
rosetta_v06_01394_String-append_string-append	O2	10	91
rosetta_v06_01394_String-append_string-append	O3	10	91
rosetta_v06_01395_String-case_string-case	O0	12	186
rosetta_v06_01395_String-case_string-case	O1	12	185
rosetta_v06_01395_String-case_string-case	O2	12	169
rosetta_v06_01395_String-case_string-case	O3	12	169
rosetta_v06_01396_String-comparison_string-comparison-2	O0	12	274
rosetta_v06_01396_String-comparison_string-comparison-2	O1	12	206
rosetta_v06_01396_String-comparison_string-comparison-2	O2	12	211
rosetta_v06_01396_String-comparison_string-comparison-2	O3	12	270
rosetta_v06_01398_String-concatenation_string-concatenation-1	O0	11	159
rosetta_v06_01398_String-concatenation_string-concatenation-1	O1	11	149
rosetta_v06_01398_String-concatenation_string-concatenation-1	O2	11	154
rosetta_v06_01398_String-concatenation_string-concatenation-1	O3	11	154
rosetta_v06_01400_String-interpolation-included-_string-interpolation-included-	O0	10	90
rosetta_v06_01400_String-interpolation-included-_string-interpolation-included-	O1	10	85
rosetta_v06_01400_String-interpolation-included-_string-interpolation-included-	O2	10	86
rosetta_v06_01400_String-interpolation-included-_string-interpolation-included-	O3	10	86
rosetta_v06_01401_String-length_string-length-1	O0	10	88
rosetta_v06_01401_String-length_string-length-1	O1	10	72
rosetta_v06_01401_String-length_string-length-1	O2	10	74
rosetta_v06_01401_String-length_string-length-1	O3	10	74
rosetta_v06_01402_String-length_string-length-3	O0	10	80
rosetta_v06_01402_String-length_string-length-3	O1	10	72
rosetta_v06_01402_String-length_string-length-3	O2	10	74
rosetta_v06_01402_String-length_string-length-3	O3	10	74
rosetta_v06_01403_String-length_string-length-4	O0	10	102
rosetta_v06_01403_String-length_string-length-4	O1	10	94
rosetta_v06_01403_String-length_string-length-4	O2	10	95
rosetta_v06_01403_String-length_string-length-4	O3	10	95
rosetta_v06_01404_String-length_string-length-5	O0	10	110
rosetta_v06_01404_String-length_string-length-5	O1	10	105
rosetta_v06_01404_String-length_string-length-5	O2	10	106
rosetta_v06_01404_String-length_string-length-5	O3	10	106
rosetta_v06_01406_String-matching_string-matching-2	O0	12	189
rosetta_v06_01406_String-matching_string-matching-2	O1	12	164
rosetta_v06_01406_String-matching_string-matching-2	O2	12	181
rosetta_v06_01406_String-matching_string-matching-2	O3	12	181
rosetta_v06_01407_String-matching_string-matching-1	O0	13	200
rosetta_v06_01407_String-matching_string-matching-1	O1	13	176
rosetta_v06_01407_String-matching_string-matching-1	O2	13	177
rosetta_v06_01407_String-matching_string-matching-1	O3	13	177
rosetta_v06_01408_String-prepend_string-prepend	O0	10	125
rosetta_v06_01408_String-prepend_string-prepend	O1	10	125
rosetta_v06_01408_String-prepend_string-prepend	O2	10	119
rosetta_v06_01408_String-prepend_string-prepend	O3	10	119
rosetta_v06_01409_Strip-a-set-of-characters-from-a-string_strip-a-set-of-characters-from-a-string-2	O0	11	167
rosetta_v06_01409_Strip-a-set-of-characters-from-a-string_strip-a-set-of-characters-from-a-string-2	O1	11	153
rosetta_v06_01409_Strip-a-set-of-characters-from-a-string_strip-a-set-of-characters-from-a-string-2	O2	11	153
rosetta_v06_01409_Strip-a-set-of-characters-from-a-string_strip-a-set-of-characters-from-a-string-2	O3	11	153
rosetta_v06_01410_Strip-a-set-of-characters-from-a-string_strip-a-set-of-characters-from-a-string-1	O0	11	150
rosetta_v06_01410_Strip-a-set-of-characters-from-a-string_strip-a-set-of-characters-from-a-string-1	O1	11	149
rosetta_v06_01410_Strip-a-set-of-characters-from-a-string_strip-a-set-of-characters-from-a-string-1	O2	11	158
rosetta_v06_01410_Strip-a-set-of-characters-from-a-string_strip-a-set-of-characters-from-a-string-1	O3	11	160
rosetta_v06_01411_Strip-block-comments_strip-block-comments	O0	12	245
rosetta_v06_01411_Strip-block-comments_strip-block-comments	O1	12	228
rosetta_v06_01411_Strip-block-comments_strip-block-comments	O2	12	233
rosetta_v06_01411_Strip-block-comments_strip-block-comments	O3	12	233
rosetta_v06_01412_Strip-comments-from-a-string_strip-comments-from-a-string	O0	10	147
rosetta_v06_01412_Strip-comments-from-a-string_strip-comments-from-a-string	O1	10	146
rosetta_v06_01412_Strip-comments-from-a-string_strip-comments-from-a-string	O2	10	143
rosetta_v06_01412_Strip-comments-from-a-string_strip-comments-from-a-string	O3	10	143
rosetta_v06_01414_Strip-control-codes-and-extended-characters-from-a-string_strip-control-codes-and-extended-characters-from-a-string-2	O0	12	247
rosetta_v06_01414_Strip-control-codes-and-extended-characters-from-a-string_strip-control-codes-and-extended-characters-from-a-string-2	O1	12	192
rosetta_v06_01414_Strip-control-codes-and-extended-characters-from-a-string_strip-control-codes-and-extended-characters-from-a-string-2	O2	12	357
rosetta_v06_01414_Strip-control-codes-and-extended-characters-from-a-string_strip-control-codes-and-extended-characters-from-a-string-2	O3	12	386
rosetta_v06_01415_Strip-control-codes-and-extended-characters-from-a-string_strip-control-codes-and-extended-characters-from-a-string-1	O0	13	352
rosetta_v06_01415_Strip-control-codes-and-extended-characters-from-a-string_strip-control-codes-and-extended-characters-from-a-string-1	O1	13	304
rosetta_v06_01415_Strip-control-codes-and-extended-characters-from-a-string_strip-control-codes-and-extended-characters-from-a-string-1	O2	13	321
rosetta_v06_01415_Strip-control-codes-and-extended-characters-from-a-string_strip-control-codes-and-extended-characters-from-a-string-1	O3	13	289
rosetta_v06_01416_Strip-whitespace-from-a-string-Top-and-tail_strip-whitespace-from-a-string-top-and-tail	O0	13	231
rosetta_v06_01416_Strip-whitespace-from-a-string-Top-and-tail_strip-whitespace-from-a-string-top-and-tail	O1	13	196
rosetta_v06_01416_Strip-whitespace-from-a-string-Top-and-tail_strip-whitespace-from-a-string-top-and-tail	O2	13	212
rosetta_v06_01416_Strip-whitespace-from-a-string-Top-and-tail_strip-whitespace-from-a-string-top-and-tail	O3	13	237
rosetta_v06_01417_Strong-and-weak-primes_strong-and-weak-primes	O0	11	395
rosetta_v06_01417_Strong-and-weak-primes_strong-and-weak-primes	O1	11	270
rosetta_v06_01417_Strong-and-weak-primes_strong-and-weak-primes	O2	11	297
rosetta_v06_01417_Strong-and-weak-primes_strong-and-weak-primes	O3	11	297
rosetta_v06_01418_Subleq_subleq	O0	12	264
rosetta_v06_01418_Subleq_subleq	O1	12	206
rosetta_v06_01418_Subleq_subleq	O2	12	203
rosetta_v06_01418_Subleq_subleq	O3	12	203
rosetta_v06_01421_Substring_substring-3	O0	14	300
rosetta_v06_01421_Substring_substring-3	O1	14	270
rosetta_v06_01421_Substring_substring-3	O2	14	286
rosetta_v06_01421_Substring_substring-3	O3	14	386
rosetta_v06_01423_Substring-Top-and-tail_substring-top-and-tail	O0	10	167
rosetta_v06_01423_Substring-Top-and-tail_substring-top-and-tail	O1	10	120
rosetta_v06_01423_Substring-Top-and-tail_substring-top-and-tail	O2	10	122
rosetta_v06_01423_Substring-Top-and-tail_substring-top-and-tail	O3	10	122
rosetta_v06_01424_Subtractive-generator_subtractive-generator	O0	12	201
rosetta_v06_01424_Subtractive-generator_subtractive-generator	O1	12	171
rosetta_v06_01424_Subtractive-generator_subtractive-generator	O2	12	190
rosetta_v06_01424_Subtractive-generator_subtractive-generator	O3	12	260
rosetta_v06_01425_Successive-prime-differences_successive-prime-differences	O0	15	483
rosetta_v06_01425_Successive-prime-differences_successive-prime-differences	O1	15	404
rosetta_v06_01425_Successive-prime-differences_successive-prime-differences	O2	16	450
rosetta_v06_01425_Successive-prime-differences_successive-prime-differences	O3	16	500
rosetta_v06_01426_Sudan-function_sudan-function	O0	11	134
rosetta_v06_01426_Sudan-function_sudan-function	O1	11	112
rosetta_v06_01426_Sudan-function_sudan-function	O2	11	708
rosetta_v06_01426_Sudan-function_sudan-function	O3	11	708
rosetta_v06_01427_Sudoku_sudoku	O0	13	396
rosetta_v06_01427_Sudoku_sudoku	O1	13	305
rosetta_v06_01427_Sudoku_sudoku	O2	13	367
rosetta_v06_01427_Sudoku_sudoku	O3	13	812
rosetta_v06_01430_Sum-digits-of-an-integer_sum-digits-of-an-integer	O0	11	145
rosetta_v06_01430_Sum-digits-of-an-integer_sum-digits-of-an-integer	O1	11	137
rosetta_v06_01430_Sum-digits-of-an-integer_sum-digits-of-an-integer	O2	11	113
rosetta_v06_01430_Sum-digits-of-an-integer_sum-digits-of-an-integer	O3	11	113
rosetta_v06_01432_Sum-multiples-of-3-and-5_sum-multiples-of-3-and-5-1	O0	11	147
rosetta_v06_01432_Sum-multiples-of-3-and-5_sum-multiples-of-3-and-5-1	O1	11	136
rosetta_v06_01432_Sum-multiples-of-3-and-5_sum-multiples-of-3-and-5-1	O2	11	128
rosetta_v06_01432_Sum-multiples-of-3-and-5_sum-multiples-of-3-and-5-1	O3	11	148
rosetta_v06_01433_Sum-of-a-series_sum-of-a-series	O0	9	109
rosetta_v06_01433_Sum-of-a-series_sum-of-a-series	O1	9	93
rosetta_v06_01433_Sum-of-a-series_sum-of-a-series	O2	9	96
rosetta_v06_01433_Sum-of-a-series_sum-of-a-series	O3	9	96
rosetta_v06_01434_Sum-of-elements-below-main-diagonal-of-matrix_sum-of-elements-below-main-diagonal-of-matrix	O0	13	291
rosetta_v06_01434_Sum-of-elements-below-main-diagonal-of-matrix_sum-of-elements-below-main-diagonal-of-matrix	O1	13	256
rosetta_v06_01434_Sum-of-elements-below-main-diagonal-of-matrix_sum-of-elements-below-main-diagonal-of-matrix	O2	13	284
rosetta_v06_01434_Sum-of-elements-below-main-diagonal-of-matrix_sum-of-elements-below-main-diagonal-of-matrix	O3	13	394
rosetta_v06_01435_Sum-of-squares_sum-of-squares	O0	11	154
rosetta_v06_01435_Sum-of-squares_sum-of-squares	O1	11	139
rosetta_v06_01435_Sum-of-squares_sum-of-squares	O2	11	129
rosetta_v06_01435_Sum-of-squares_sum-of-squares	O3	11	131
rosetta_v06_01436_Sum-to-100_sum-to-100-1	O0	16	477
rosetta_v06_01436_Sum-to-100_sum-to-100-1	O1	16	390
rosetta_v06_01436_Sum-to-100_sum-to-100-1	O2	16	431
rosetta_v06_01436_Sum-to-100_sum-to-100-1	O3	16	1583
rosetta_v06_01437_Sum-to-100_sum-to-100-2	O0	12	358
rosetta_v06_01437_Sum-to-100_sum-to-100-2	O1	12	307
rosetta_v06_01437_Sum-to-100_sum-to-100-2	O2	12	343
rosetta_v06_01437_Sum-to-100_sum-to-100-2	O3	12	3223
rosetta_v06_01438_Summarize-and-say-sequence_summarize-and-say-sequence	O1	14	330
rosetta_v06_01438_Summarize-and-say-sequence_summarize-and-say-sequence	O2	14	345
rosetta_v06_01438_Summarize-and-say-sequence_summarize-and-say-sequence	O3	14	1146
rosetta_v06_01439_Summarize-primes_summarize-primes	O0	11	180
rosetta_v06_01439_Summarize-primes_summarize-primes	O1	11	174
rosetta_v06_01439_Summarize-primes_summarize-primes	O2	11	170
rosetta_v06_01439_Summarize-primes_summarize-primes	O3	11	245
rosetta_v06_01442_Superpermutation-minimisation_superpermutation-minimisation	O0	13	254
rosetta_v06_01442_Superpermutation-minimisation_superpermutation-minimisation	O1	13	220
rosetta_v06_01442_Superpermutation-minimisation_superpermutation-minimisation	O2	13	279
rosetta_v06_01442_Superpermutation-minimisation_superpermutation-minimisation	O3	13	531
rosetta_v06_01443_Sutherland-Hodgman-polygon-clipping_sutherland-hodgman-polygon-clipping	O1	18	544
rosetta_v06_01443_Sutherland-Hodgman-polygon-clipping_sutherland-hodgman-polygon-clipping	O2	18	621
