file	TP	FP	FN	P	R	F1	mean_err	median_err
hello	9	2	1	0.818	0.900	0.857	0.9	0.0
mathlib	8	2	0	0.800	1.000	0.889	0.0	0.0
sort	9	6	2	0.600	0.818	0.692	0.9	0.0
