binary,start,end,name
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation_stripped,4198400,4198423,_DT_INIT
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation_stripped,4198432,4198444,FUN_00401020
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation_stripped,4198448,4198454,puts
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation_stripped,4198464,4198470,printf
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation_stripped,4198528,4198541,FUN_00401080
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation_stripped,4198544,4198578,entry
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation_stripped,4198592,4198593,FUN_004010c0
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation_stripped,4198608,4198641,FUN_004010d0
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation_stripped,4198656,4198705,FUN_00401100
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation_stripped,4198720,4198753,_FINI_0
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation_stripped,4198768,4198774,_INIT_0
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation_stripped,4198784,4199066,FUN_00401180
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation_stripped,4199068,4199077,_DT_FINI
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation_stripped,4214784,4214785,__libc_start_main
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation_stripped,4214792,4214793,puts
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation_stripped,4214800,4214801,printf
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation_stripped,4214808,4214809,__gmon_start__
